profile_id,pres,temp,lat,lon,psal,date
5902384_122,1928.04,2.462,-51.21016,-124.05562,34.61,2018-06-01T20:53:16.512Z
5902384_122,1930.0,2.461,-51.21016,-124.05562,34.61,2018-06-01T20:53:16.512Z
5902384_122,1932.0,2.461,-51.21016,-124.05562,34.61,2018-06-01T20:53:16.512Z
5902384_122,1933.96,2.459,-51.21016,-124.05562,34.61,2018-06-01T20:53:16.512Z
5902384_122,1936.0,2.456,-51.21016,-124.05562,34.611,2018-06-01T20:53:16.512Z
5902384_122,1938.0,2.454,-51.21016,-124.05562,34.612,2018-06-01T20:53:16.512Z
5902384_122,1939.96,2.452,-51.21016,-124.05562,34.613,2018-06-01T20:53:16.512Z
5902384_122,1942.0,2.451,-51.21016,-124.05562,34.613,2018-06-01T20:53:16.512Z
5902384_122,1944.04,2.451,-51.21016,-124.05562,34.614,2018-06-01T20:53:16.512Z
5902384_122,1946.0,2.45,-51.21016,-124.05562,34.614,2018-06-01T20:53:16.512Z
5902384_122,1948.0,2.449,-51.21016,-124.05562,34.615,2018-06-01T20:53:16.512Z
5902384_122,1950.04,2.446,-51.21016,-124.05562,34.616,2018-06-01T20:53:16.512Z
5902384_122,1952.0,2.445,-51.21016,-124.05562,34.616,2018-06-01T20:53:16.512Z
5902384_122,1953.96,2.444,-51.21016,-124.05562,34.616,2018-06-01T20:53:16.512Z
5902384_122,1956.0,2.441,-51.21016,-124.05562,34.617,2018-06-01T20:53:16.512Z
5902384_122,1958.04,2.44,-51.21016,-124.05562,34.617,2018-06-01T20:53:16.512Z
5902384_122,1960.04,2.438,-51.21016,-124.05562,34.618,2018-06-01T20:53:16.512Z
5902384_122,1962.04,2.437,-51.21016,-124.05562,34.618,2018-06-01T20:53:16.512Z
5902384_122,1964.0,2.434,-51.21016,-124.05562,34.619,2018-06-01T20:53:16.512Z
5902384_122,1966.04,2.432,-51.21016,-124.05562,34.619,2018-06-01T20:53:16.512Z
5902384_122,1968.04,2.431,-51.21016,-124.05562,34.62,2018-06-01T20:53:16.512Z
5902384_122,1970.0,2.43,-51.21016,-124.05562,34.62,2018-06-01T20:53:16.512Z
5902384_122,1972.0,2.427,-51.21016,-124.05562,34.621,2018-06-01T20:53:16.512Z
5902384_122,1974.0,2.424,-51.21016,-124.05562,34.621,2018-06-01T20:53:16.512Z
5902384_122,1976.0,2.423,-51.21016,-124.05562,34.621,2018-06-01T20:53:16.512Z
5902384_122,1978.0,2.422,-51.21016,-124.05562,34.622,2018-06-01T20:53:16.512Z
5902384_122,1980.0,2.421,-51.21016,-124.05562,34.622,2018-06-01T20:53:16.512Z
5902384_122,1982.0,2.419,-51.21016,-124.05562,34.623,2018-06-01T20:53:16.512Z
5902384_122,1984.04,2.418,-51.21016,-124.05562,34.623,2018-06-01T20:53:16.512Z
5902384_122,1986.04,2.418,-51.21016,-124.05562,34.623,2018-06-01T20:53:16.512Z
5902384_122,1988.0,2.416,-51.21016,-124.05562,34.623,2018-06-01T20:53:16.512Z
5902384_122,1990.0,2.414,-51.21016,-124.05562,34.624,2018-06-01T20:53:16.512Z
5902384_122,1992.04,2.414,-51.21016,-124.05562,34.624,2018-06-01T20:53:16.512Z
5902384_122,1994.0,2.413,-51.21016,-124.05562,34.625,2018-06-01T20:53:16.512Z
5902384_122,1995.96,2.412,-51.21016,-124.05562,34.625,2018-06-01T20:53:16.512Z
5902384_122,1998.0,2.411,-51.21016,-124.05562,34.625,2018-06-01T20:53:16.512Z
5902384_122,1999.6,2.41,-51.21016,-124.05562,34.625,2018-06-01T20:53:16.512Z
4902407_36,2.0,12.035,49.76729202270508,-129.0317840576172,32.033,2018-06-01T20:52:00.000Z
4902407_36,3.0,12.035,49.76729202270508,-129.0317840576172,32.032,2018-06-01T20:52:00.000Z
4902407_36,4.0,12.034,49.76729202270508,-129.0317840576172,32.032,2018-06-01T20:52:00.000Z
4902407_36,5.1,12.034,49.76729202270508,-129.0317840576172,32.031,2018-06-01T20:52:00.000Z
4902407_36,6.1,12.034,49.76729202270508,-129.0317840576172,32.031,2018-06-01T20:52:00.000Z
4902407_36,7.0,12.033,49.76729202270508,-129.0317840576172,32.031,2018-06-01T20:52:00.000Z
4902407_36,8.0,12.03,49.76729202270508,-129.0317840576172,32.031,2018-06-01T20:52:00.000Z
4902407_36,9.0,12.023,49.76729202270508,-129.0317840576172,32.035,2018-06-01T20:52:00.000Z
4902407_36,10.0,12.021,49.76729202270508,-129.0317840576172,32.035,2018-06-01T20:52:00.000Z
4902407_36,11.0,12.021,49.76729202270508,-129.0317840576172,32.034,2018-06-01T20:52:00.000Z
4902407_36,12.0,12.012,49.76729202270508,-129.0317840576172,32.036,2018-06-01T20:52:00.000Z
4902407_36,13.0,12.007,49.76729202270508,-129.0317840576172,32.034,2018-06-01T20:52:00.000Z
4902407_36,14.0,11.999,49.76729202270508,-129.0317840576172,32.033,2018-06-01T20:52:00.000Z
4902407_36,15.0,11.979,49.76729202270508,-129.0317840576172,32.033,2018-06-01T20:52:00.000Z
4902407_36,16.0,11.948,49.76729202270508,-129.0317840576172,32.033,2018-06-01T20:52:00.000Z
4902407_36,17.0,11.902,49.76729202270508,-129.0317840576172,32.034,2018-06-01T20:52:00.000Z
4902407_36,18.1,11.872,49.76729202270508,-129.0317840576172,32.032,2018-06-01T20:52:00.000Z
4902407_36,19.1,11.86,49.76729202270508,-129.0317840576172,32.03,2018-06-01T20:52:00.000Z
4902407_36,20.0,11.828,49.76729202270508,-129.0317840576172,32.032,2018-06-01T20:52:00.000Z
4902407_36,21.0,11.772,49.76729202270508,-129.0317840576172,32.03,2018-06-01T20:52:00.000Z
4902407_36,22.0,11.711,49.76729202270508,-129.0317840576172,32.042,2018-06-01T20:52:00.000Z
4902407_36,23.1,11.527,49.76729202270508,-129.0317840576172,32.054,2018-06-01T20:52:00.000Z
4902407_36,24.0,11.31,49.76729202270508,-129.0317840576172,32.095,2018-06-01T20:52:00.000Z
4902407_36,25.0,10.658,49.76729202270508,-129.0317840576172,32.227,2018-06-01T20:52:00.000Z
4902407_36,26.0,10.386,49.76729202270508,-129.0317840576172,32.225,2018-06-01T20:52:00.000Z
4902407_36,27.0,10.261,49.76729202270508,-129.0317840576172,32.232,2018-06-01T20:52:00.000Z
4902407_36,28.0,10.156,49.76729202270508,-129.0317840576172,32.237,2018-06-01T20:52:00.000Z
4902407_36,29.0,10.134,49.76729202270508,-129.0317840576172,32.234,2018-06-01T20:52:00.000Z
4902407_36,29.9,10.126,49.76729202270508,-129.0317840576172,32.239,2018-06-01T20:52:00.000Z
4902407_36,30.9,10.112,49.76729202270508,-129.0317840576172,32.246,2018-06-01T20:52:00.000Z
4902407_36,32.0,10.086,49.76729202270508,-129.0317840576172,32.261,2018-06-01T20:52:00.000Z
4902407_36,33.0,10.02,49.76729202270508,-129.0317840576172,32.275,2018-06-01T20:52:00.000Z
4902407_36,33.9,9.957,49.76729202270508,-129.0317840576172,32.279,2018-06-01T20:52:00.000Z
4902407_36,34.9,9.911,49.76729202270508,-129.0317840576172,32.282,2018-06-01T20:52:00.000Z
4902407_36,36.0,9.802,49.76729202270508,-129.0317840576172,32.306,2018-06-01T20:52:00.000Z
4902407_36,37.0,9.66,49.76729202270508,-129.0317840576172,32.323,2018-06-01T20:52:00.000Z
4902407_36,38.0,9.499,49.76729202270508,-129.0317840576172,32.333,2018-06-01T20:52:00.000Z
4902407_36,39.0,9.409,49.76729202270508,-129.0317840576172,32.342,2018-06-01T20:52:00.000Z
4902407_36,40.0,9.294,49.76729202270508,-129.0317840576172,32.366,2018-06-01T20:52:00.000Z
4902407_36,41.0,9.175,49.76729202270508,-129.0317840576172,32.369,2018-06-01T20:52:00.000Z
4902407_36,42.0,9.126,49.76729202270508,-129.0317840576172,32.376,2018-06-01T20:52:00.000Z
4902407_36,43.0,9.056,49.76729202270508,-129.0317840576172,32.386,2018-06-01T20:52:00.000Z
4902407_36,44.0,9.024,49.76729202270508,-129.0317840576172,32.392,2018-06-01T20:52:00.000Z
4902407_36,45.0,8.982,49.76729202270508,-129.0317840576172,32.395,2018-06-01T20:52:00.000Z
4902407_36,46.0,8.957,49.76729202270508,-129.0317840576172,32.397,2018-06-01T20:52:00.000Z
4902407_36,47.0,8.941,49.76729202270508,-129.0317840576172,32.4,2018-06-01T20:52:00.000Z
4902407_36,48.0,8.896,49.76729202270508,-129.0317840576172,32.405,2018-06-01T20:52:00.000Z
4902407_36,49.0,8.891,49.76729202270508,-129.0317840576172,32.403,2018-06-01T20:52:00.000Z
4902407_36,50.0,8.886,49.76729202270508,-129.0317840576172,32.404,2018-06-01T20:52:00.000Z
4902407_36,51.0,8.882,49.76729202270508,-129.0317840576172,32.404,2018-06-01T20:52:00.000Z
4902407_36,52.0,8.86,49.76729202270508,-129.0317840576172,32.41,2018-06-01T20:52:00.000Z
4902407_36,53.0,8.82,49.76729202270508,-129.0317840576172,32.417,2018-06-01T20:52:00.000Z
4902407_36,54.0,8.807,49.76729202270508,-129.0317840576172,32.415,2018-06-01T20:52:00.000Z
4902407_36,55.0,8.8,49.76729202270508,-129.0317840576172,32.416,2018-06-01T20:52:00.000Z
4902407_36,56.0,8.786,49.76729202270508,-129.0317840576172,32.42,2018-06-01T20:52:00.000Z
4902407_36,57.0,8.728,49.76729202270508,-129.0317840576172,32.441,2018-06-01T20:52:00.000Z
4902407_36,58.0,8.638,49.76729202270508,-129.0317840576172,32.462,2018-06-01T20:52:00.000Z
4902407_36,59.1,8.582,49.76729202270508,-129.0317840576172,32.486,2018-06-01T20:52:00.000Z
4902407_36,60.1,8.521,49.76729202270508,-129.0317840576172,32.518,2018-06-01T20:52:00.000Z
4902407_36,61.0,8.462,49.76729202270508,-129.0317840576172,32.55,2018-06-01T20:52:00.000Z
4902407_36,62.0,8.438,49.76729202270508,-129.0317840576172,32.562,2018-06-01T20:52:00.000Z
4902407_36,62.9,8.374,49.76729202270508,-129.0317840576172,32.605,2018-06-01T20:52:00.000Z
4902407_36,63.9,8.337,49.76729202270508,-129.0317840576172,32.63,2018-06-01T20:52:00.000Z
4902407_36,64.9,8.302,49.76729202270508,-129.0317840576172,32.658,2018-06-01T20:52:00.000Z
4902407_36,65.9,8.249,49.76729202270508,-129.0317840576172,32.702,2018-06-01T20:52:00.000Z
4902407_36,67.0,8.225,49.76729202270508,-129.0317840576172,32.726,2018-06-01T20:52:00.000Z
4902407_36,68.0,8.198,49.76729202270508,-129.0317840576172,32.743,2018-06-01T20:52:00.000Z
4902407_36,69.0,8.182,49.76729202270508,-129.0317840576172,32.765,2018-06-01T20:52:00.000Z
4902407_36,70.0,8.128,49.76729202270508,-129.0317840576172,32.811,2018-06-01T20:52:00.000Z
4902407_36,71.0,8.026,49.76729202270508,-129.0317840576172,32.857,2018-06-01T20:52:00.000Z
4902407_36,72.0,8.007,49.76729202270508,-129.0317840576172,32.891,2018-06-01T20:52:00.000Z
4902407_36,73.0,8.029,49.76729202270508,-129.0317840576172,32.909,2018-06-01T20:52:00.000Z
4902407_36,74.0,8.033,49.76729202270508,-129.0317840576172,32.94,2018-06-01T20:52:00.000Z
4902407_36,75.0,8.031,49.76729202270508,-129.0317840576172,32.95,2018-06-01T20:52:00.000Z
4902407_36,76.0,8.026,49.76729202270508,-129.0317840576172,32.964,2018-06-01T20:52:00.000Z
4902407_36,77.0,8.023,49.76729202270508,-129.0317840576172,32.971,2018-06-01T20:52:00.000Z
4902407_36,78.0,8.016,49.76729202270508,-129.0317840576172,32.983,2018-06-01T20:52:00.000Z
4902407_36,79.0,7.986,49.76729202270508,-129.0317840576172,33.025,2018-06-01T20:52:00.000Z
4902407_36,80.0,7.917,49.76729202270508,-129.0317840576172,33.122,2018-06-01T20:52:00.000Z
4902407_36,81.0,7.901,49.76729202270508,-129.0317840576172,33.141,2018-06-01T20:52:00.000Z
4902407_36,82.0,7.884,49.76729202270508,-129.0317840576172,33.155,2018-06-01T20:52:00.000Z
4902407_36,83.0,7.848,49.76729202270508,-129.0317840576172,33.174,2018-06-01T20:52:00.000Z
4902407_36,83.9,7.809,49.76729202270508,-129.0317840576172,33.19,2018-06-01T20:52:00.000Z
4902407_36,84.9,7.771,49.76729202270508,-129.0317840576172,33.2,2018-06-01T20:52:00.000Z
4902407_36,85.9,7.733,49.76729202270508,-129.0317840576172,33.212,2018-06-01T20:52:00.000Z
4902407_36,86.9,7.677,49.76729202270508,-129.0317840576172,33.223,2018-06-01T20:52:00.000Z
4902407_36,88.0,7.633,49.76729202270508,-129.0317840576172,33.235,2018-06-01T20:52:00.000Z
4902407_36,89.0,7.618,49.76729202270508,-129.0317840576172,33.235,2018-06-01T20:52:00.000Z
4902407_36,90.0,7.597,49.76729202270508,-129.0317840576172,33.24,2018-06-01T20:52:00.000Z
4902407_36,91.0,7.571,49.76729202270508,-129.0317840576172,33.246,2018-06-01T20:52:00.000Z
4902407_36,92.0,7.511,49.76729202270508,-129.0317840576172,33.265,2018-06-01T20:52:00.000Z
4902407_36,92.9,7.503,49.76729202270508,-129.0317840576172,33.274,2018-06-01T20:52:00.000Z
4902407_36,94.0,7.54,49.76729202270508,-129.0317840576172,33.321,2018-06-01T20:52:00.000Z
4902407_36,95.0,7.56,49.76729202270508,-129.0317840576172,33.359,2018-06-01T20:52:00.000Z
4902407_36,95.9,7.605,49.76729202270508,-129.0317840576172,33.398,2018-06-01T20:52:00.000Z
4902407_36,97.0,7.619,49.76729202270508,-129.0317840576172,33.416,2018-06-01T20:52:00.000Z
4902407_36,98.0,7.645,49.76729202270508,-129.0317840576172,33.428,2018-06-01T20:52:00.000Z
4902407_36,99.0,7.655,49.76729202270508,-129.0317840576172,33.441,2018-06-01T20:52:00.000Z
4902407_36,100.0,7.69,49.76729202270508,-129.0317840576172,33.45,2018-06-01T20:52:00.000Z
4902407_36,102.5,7.707,49.76729202270508,-129.0317840576172,33.462,2018-06-01T20:52:00.000Z
4902407_36,105.0,7.714,49.76729202270508,-129.0317840576172,33.464,2018-06-01T20:52:00.000Z
4902407_36,107.5,7.715,49.76729202270508,-129.0317840576172,33.471,2018-06-01T20:52:00.000Z
4902407_36,110.0,7.629,49.76729202270508,-129.0317840576172,33.478,2018-06-01T20:52:00.000Z
4902407_36,112.6,7.509,49.76729202270508,-129.0317840576172,33.48,2018-06-01T20:52:00.000Z
4902407_36,115.1,7.527,49.76729202270508,-129.0317840576172,33.517,2018-06-01T20:52:00.000Z
4902407_36,117.5,7.488,49.76729202270508,-129.0317840576172,33.537,2018-06-01T20:52:00.000Z
4902407_36,119.9,7.574,49.76729202270508,-129.0317840576172,33.578,2018-06-01T20:52:00.000Z
4902407_36,122.5,7.626,49.76729202270508,-129.0317840576172,33.687,2018-06-01T20:52:00.000Z
4902407_36,125.0,7.6,49.76729202270508,-129.0317840576172,33.698,2018-06-01T20:52:00.000Z
4902407_36,127.5,7.546,49.76729202270508,-129.0317840576172,33.71,2018-06-01T20:52:00.000Z
4902407_36,130.0,7.466,49.76729202270508,-129.0317840576172,33.722,2018-06-01T20:52:00.000Z
4902407_36,132.5,7.418,49.76729202270508,-129.0317840576172,33.743,2018-06-01T20:52:00.000Z
4902407_36,135.0,7.418,49.76729202270508,-129.0317840576172,33.76,2018-06-01T20:52:00.000Z
4902407_36,137.5,7.417,49.76729202270508,-129.0317840576172,33.785,2018-06-01T20:52:00.000Z
4902407_36,140.0,7.431,49.76729202270508,-129.0317840576172,33.803,2018-06-01T20:52:00.000Z
4902407_36,142.4,7.417,49.76729202270508,-129.0317840576172,33.828,2018-06-01T20:52:00.000Z
4902407_36,144.9,7.412,49.76729202270508,-129.0317840576172,33.837,2018-06-01T20:52:00.000Z
4902407_36,147.5,7.402,49.76729202270508,-129.0317840576172,33.846,2018-06-01T20:52:00.000Z
4902407_36,150.0,7.403,49.76729202270508,-129.0317840576172,33.854,2018-06-01T20:52:00.000Z
4902407_36,152.5,7.375,49.76729202270508,-129.0317840576172,33.864,2018-06-01T20:52:00.000Z
4902407_36,155.0,7.334,49.76729202270508,-129.0317840576172,33.865,2018-06-01T20:52:00.000Z
4902407_36,157.5,7.324,49.76729202270508,-129.0317840576172,33.87,2018-06-01T20:52:00.000Z
4902407_36,160.0,7.289,49.76729202270508,-129.0317840576172,33.875,2018-06-01T20:52:00.000Z
4902407_36,162.5,7.217,49.76729202270508,-129.0317840576172,33.884,2018-06-01T20:52:00.000Z
4902407_36,165.1,7.16,49.76729202270508,-129.0317840576172,33.883,2018-06-01T20:52:00.000Z
4902407_36,167.6,7.131,49.76729202270508,-129.0317840576172,33.886,2018-06-01T20:52:00.000Z
4902407_36,170.1,7.127,49.76729202270508,-129.0317840576172,33.885,2018-06-01T20:52:00.000Z
4902407_36,172.6,7.108,49.76729202270508,-129.0317840576172,33.887,2018-06-01T20:52:00.000Z
4902407_36,175.1,7.058,49.76729202270508,-129.0317840576172,33.892,2018-06-01T20:52:00.000Z
4902407_36,177.5,6.979,49.76729202270508,-129.0317840576172,33.896,2018-06-01T20:52:00.000Z
4902407_36,180.0,6.919,49.76729202270508,-129.0317840576172,33.895,2018-06-01T20:52:00.000Z
4902407_36,182.5,6.88,49.76729202270508,-129.0317840576172,33.896,2018-06-01T20:52:00.000Z
4902407_36,185.0,6.875,49.76729202270508,-129.0317840576172,33.896,2018-06-01T20:52:00.000Z
4902407_36,187.4,6.869,49.76729202270508,-129.0317840576172,33.898,2018-06-01T20:52:00.000Z
4902407_36,189.9,6.852,49.76729202270508,-129.0317840576172,33.899,2018-06-01T20:52:00.000Z
4902407_36,192.5,6.815,49.76729202270508,-129.0317840576172,33.905,2018-06-01T20:52:00.000Z
4902407_36,195.0,6.753,49.76729202270508,-129.0317840576172,33.901,2018-06-01T20:52:00.000Z
4902407_36,197.4,6.74,49.76729202270508,-129.0317840576172,33.905,2018-06-01T20:52:00.000Z
4902407_36,200.0,6.715,49.76729202270508,-129.0317840576172,33.906,2018-06-01T20:52:00.000Z
4902407_36,202.6,6.696,49.76729202270508,-129.0317840576172,33.907,2018-06-01T20:52:00.000Z
4902407_36,205.0,6.672,49.76729202270508,-129.0317840576172,33.909,2018-06-01T20:52:00.000Z
4902407_36,207.5,6.633,49.76729202270508,-129.0317840576172,33.912,2018-06-01T20:52:00.000Z
4902407_36,210.0,6.585,49.76729202270508,-129.0317840576172,33.911,2018-06-01T20:52:00.000Z
4902407_36,212.4,6.539,49.76729202270508,-129.0317840576172,33.912,2018-06-01T20:52:00.000Z
4902407_36,215.0,6.514,49.76729202270508,-129.0317840576172,33.908,2018-06-01T20:52:00.000Z
4902407_36,217.5,6.495,49.76729202270508,-129.0317840576172,33.908,2018-06-01T20:52:00.000Z
4902407_36,220.0,6.45,49.76729202270508,-129.0317840576172,33.909,2018-06-01T20:52:00.000Z
4902407_36,222.5,6.404,49.76729202270508,-129.0317840576172,33.911,2018-06-01T20:52:00.000Z
4902407_36,225.0,6.368,49.76729202270508,-129.0317840576172,33.91,2018-06-01T20:52:00.000Z
4902407_36,227.4,6.334,49.76729202270508,-129.0317840576172,33.912,2018-06-01T20:52:00.000Z
4902407_36,230.0,6.291,49.76729202270508,-129.0317840576172,33.912,2018-06-01T20:52:00.000Z
4902407_36,232.5,6.285,49.76729202270508,-129.0317840576172,33.911,2018-06-01T20:52:00.000Z
4902407_36,235.0,6.27,49.76729202270508,-129.0317840576172,33.918,2018-06-01T20:52:00.000Z
4902407_36,237.5,6.232,49.76729202270508,-129.0317840576172,33.916,2018-06-01T20:52:00.000Z
4902407_36,240.0,6.211,49.76729202270508,-129.0317840576172,33.921,2018-06-01T20:52:00.000Z
4902407_36,242.5,6.195,49.76729202270508,-129.0317840576172,33.919,2018-06-01T20:52:00.000Z
4902407_36,245.0,6.192,49.76729202270508,-129.0317840576172,33.919,2018-06-01T20:52:00.000Z
4902407_36,247.5,6.188,49.76729202270508,-129.0317840576172,33.921,2018-06-01T20:52:00.000Z
4902407_36,250.0,6.097,49.76729202270508,-129.0317840576172,33.924,2018-06-01T20:52:00.000Z
4902407_36,252.4,5.994,49.76729202270508,-129.0317840576172,33.912,2018-06-01T20:52:00.000Z
4902407_36,255.0,5.972,49.76729202270508,-129.0317840576172,33.91,2018-06-01T20:52:00.000Z
4902407_36,257.5,5.949,49.76729202270508,-129.0317840576172,33.913,2018-06-01T20:52:00.000Z
4902407_36,260.0,5.95,49.76729202270508,-129.0317840576172,33.915,2018-06-01T20:52:00.000Z
4902407_36,262.5,5.948,49.76729202270508,-129.0317840576172,33.92,2018-06-01T20:52:00.000Z
4902407_36,265.0,5.929,49.76729202270508,-129.0317840576172,33.92,2018-06-01T20:52:00.000Z
4902407_36,267.5,5.919,49.76729202270508,-129.0317840576172,33.92,2018-06-01T20:52:00.000Z
4902407_36,270.1,5.947,49.76729202270508,-129.0317840576172,33.926,2018-06-01T20:52:00.000Z
4902407_36,272.5,5.931,49.76729202270508,-129.0317840576172,33.933,2018-06-01T20:52:00.000Z
4902407_36,274.9,5.842,49.76729202270508,-129.0317840576172,33.927,2018-06-01T20:52:00.000Z
4902407_36,277.5,5.834,49.76729202270508,-129.0317840576172,33.922,2018-06-01T20:52:00.000Z
4902407_36,280.0,5.823,49.76729202270508,-129.0317840576172,33.93,2018-06-01T20:52:00.000Z
4902407_36,282.5,5.809,49.76729202270508,-129.0317840576172,33.93,2018-06-01T20:52:00.000Z
4902407_36,285.0,5.811,49.76729202270508,-129.0317840576172,33.932,2018-06-01T20:52:00.000Z
4902407_36,287.5,5.793,49.76729202270508,-129.0317840576172,33.937,2018-06-01T20:52:00.000Z
4902407_36,290.0,5.765,49.76729202270508,-129.0317840576172,33.941,2018-06-01T20:52:00.000Z
4902407_36,292.6,5.717,49.76729202270508,-129.0317840576172,33.943,2018-06-01T20:52:00.000Z
4902407_36,295.1,5.691,49.76729202270508,-129.0317840576172,33.945,2018-06-01T20:52:00.000Z
4902407_36,297.5,5.667,49.76729202270508,-129.0317840576172,33.949,2018-06-01T20:52:00.000Z
4902407_36,300.0,5.644,49.76729202270508,-129.0317840576172,33.95,2018-06-01T20:52:00.000Z
4902407_36,302.5,5.635,49.76729202270508,-129.0317840576172,33.952,2018-06-01T20:52:00.000Z
4902407_36,304.9,5.625,49.76729202270508,-129.0317840576172,33.954,2018-06-01T20:52:00.000Z
4902407_36,307.5,5.587,49.76729202270508,-129.0317840576172,33.956,2018-06-01T20:52:00.000Z
4902407_36,310.0,5.567,49.76729202270508,-129.0317840576172,33.957,2018-06-01T20:52:00.000Z
4902407_36,312.5,5.552,49.76729202270508,-129.0317840576172,33.957,2018-06-01T20:52:00.000Z
4902407_36,315.1,5.533,49.76729202270508,-129.0317840576172,33.959,2018-06-01T20:52:00.000Z
4902407_36,317.5,5.51,49.76729202270508,-129.0317840576172,33.96,2018-06-01T20:52:00.000Z
4902407_36,320.0,5.496,49.76729202270508,-129.0317840576172,33.96,2018-06-01T20:52:00.000Z
4902407_36,322.5,5.494,49.76729202270508,-129.0317840576172,33.961,2018-06-01T20:52:00.000Z
4902407_36,325.0,5.489,49.76729202270508,-129.0317840576172,33.961,2018-06-01T20:52:00.000Z
4902407_36,327.5,5.47,49.76729202270508,-129.0317840576172,33.962,2018-06-01T20:52:00.000Z
4902407_36,330.0,5.437,49.76729202270508,-129.0317840576172,33.963,2018-06-01T20:52:00.000Z
4902407_36,332.6,5.402,49.76729202270508,-129.0317840576172,33.962,2018-06-01T20:52:00.000Z
4902407_36,335.0,5.383,49.76729202270508,-129.0317840576172,33.959,2018-06-01T20:52:00.000Z
4902407_36,337.5,5.374,49.76729202270508,-129.0317840576172,33.96,2018-06-01T20:52:00.000Z
4902407_36,340.0,5.374,49.76729202270508,-129.0317840576172,33.961,2018-06-01T20:52:00.000Z
4902407_36,342.6,5.371,49.76729202270508,-129.0317840576172,33.962,2018-06-01T20:52:00.000Z
4902407_36,345.0,5.358,49.76729202270508,-129.0317840576172,33.964,2018-06-01T20:52:00.000Z
4902407_36,347.5,5.328,49.76729202270508,-129.0317840576172,33.965,2018-06-01T20:52:00.000Z
4902407_36,350.0,5.345,49.76729202270508,-129.0317840576172,33.966,2018-06-01T20:52:00.000Z
4902407_36,352.5,5.333,49.76729202270508,-129.0317840576172,33.975,2018-06-01T20:52:00.000Z
4902407_36,355.0,5.323,49.76729202270508,-129.0317840576172,33.977,2018-06-01T20:52:00.000Z
4902407_36,357.5,5.336,49.76729202270508,-129.0317840576172,33.982,2018-06-01T20:52:00.000Z
4902407_36,360.0,5.371,49.76729202270508,-129.0317840576172,33.994,2018-06-01T20:52:00.000Z
4902407_36,362.4,5.379,49.76729202270508,-129.0317840576172,33.998,2018-06-01T20:52:00.000Z
4902407_36,365.0,5.382,49.76729202270508,-129.0317840576172,34.0,2018-06-01T20:52:00.000Z
4902407_36,367.6,5.377,49.76729202270508,-129.0317840576172,34.011,2018-06-01T20:52:00.000Z
4902407_36,370.0,5.351,49.76729202270508,-129.0317840576172,34.014,2018-06-01T20:52:00.000Z
4902407_36,372.5,5.333,49.76729202270508,-129.0317840576172,34.014,2018-06-01T20:52:00.000Z
4902407_36,375.0,5.369,49.76729202270508,-129.0317840576172,34.028,2018-06-01T20:52:00.000Z
4902407_36,377.4,5.364,49.76729202270508,-129.0317840576172,34.031,2018-06-01T20:52:00.000Z
4902407_36,380.0,5.353,49.76729202270508,-129.0317840576172,34.033,2018-06-01T20:52:00.000Z
4902407_36,382.6,5.289,49.76729202270508,-129.0317840576172,34.029,2018-06-01T20:52:00.000Z
4902407_36,385.0,5.225,49.76729202270508,-129.0317840576172,34.021,2018-06-01T20:52:00.000Z
4902407_36,387.5,5.186,49.76729202270508,-129.0317840576172,34.018,2018-06-01T20:52:00.000Z
4902407_36,390.0,5.165,49.76729202270508,-129.0317840576172,34.016,2018-06-01T20:52:00.000Z
4902407_36,392.6,5.117,49.76729202270508,-129.0317840576172,34.023,2018-06-01T20:52:00.000Z
4902407_36,395.1,5.098,49.76729202270508,-129.0317840576172,34.025,2018-06-01T20:52:00.000Z
4902407_36,397.5,5.088,49.76729202270508,-129.0317840576172,34.027,2018-06-01T20:52:00.000Z
4902407_36,400.0,5.073,49.76729202270508,-129.0317840576172,34.029,2018-06-01T20:52:00.000Z
4902407_36,402.5,5.066,49.76729202270508,-129.0317840576172,34.028,2018-06-01T20:52:00.000Z
4902407_36,405.0,5.06,49.76729202270508,-129.0317840576172,34.029,2018-06-01T20:52:00.000Z
4902407_36,407.5,5.033,49.76729202270508,-129.0317840576172,34.032,2018-06-01T20:52:00.000Z
4902407_36,409.9,4.999,49.76729202270508,-129.0317840576172,34.035,2018-06-01T20:52:00.000Z
4902407_36,412.5,4.987,49.76729202270508,-129.0317840576172,34.037,2018-06-01T20:52:00.000Z
4902407_36,415.1,4.984,49.76729202270508,-129.0317840576172,34.037,2018-06-01T20:52:00.000Z
4902407_36,417.6,4.983,49.76729202270508,-129.0317840576172,34.039,2018-06-01T20:52:00.000Z
4902407_36,420.0,4.98,49.76729202270508,-129.0317840576172,34.041,2018-06-01T20:52:00.000Z
4902407_36,422.5,4.972,49.76729202270508,-129.0317840576172,34.043,2018-06-01T20:52:00.000Z
4902407_36,425.0,4.95,49.76729202270508,-129.0317840576172,34.048,2018-06-01T20:52:00.000Z
4902407_36,427.5,4.942,49.76729202270508,-129.0317840576172,34.049,2018-06-01T20:52:00.000Z
4902407_36,430.0,4.94,49.76729202270508,-129.0317840576172,34.05,2018-06-01T20:52:00.000Z
4902407_36,432.5,4.935,49.76729202270508,-129.0317840576172,34.051,2018-06-01T20:52:00.000Z
4902407_36,435.0,4.919,49.76729202270508,-129.0317840576172,34.054,2018-06-01T20:52:00.000Z
4902407_36,437.5,4.9,49.76729202270508,-129.0317840576172,34.058,2018-06-01T20:52:00.000Z
